Account,Date,Merchant,Description,Amount,Type,Category,Sub-category,Property,Unit,Notes
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  3Y3ZXMBWN4,213.94,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-410,,,,90 Madison Ave,,90.1 2/18 replace boiler
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-236.04,,,,90 Madison Ave,,"Exterior lights and outlets covered, Home Depot materials"
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-65,,,,84 Madison Ave,,Corded electric snow blower (shared)
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-120,,,,90 Madison Ave,,Exterior front light
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-100,,,,84 Madison Ave,,2/8 84.2 Stairs for Jasmine
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-120,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-795,,,,84 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-22.5,,,,88 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 21, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-330,,,,86 Madison Ave,,86.0 Laundry and electrical 2/7/25
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-30,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 21, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-1740,,,,84 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 21, 2025",AMAZON MKTPL*DD0BQ8SY3,"Purchase from AMAZON MKTPL*DD0BQ8SY3  |  Address: Amzn.com/bill, WA, US  |  **6267",-389.07,,,,804 S Quitman St,,Smart Thermostats
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 21, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: WWW.ARCADIA.C, DC, US  |  **9445",-850.74,,,,90 Madison Ave,,Unit 90.2
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **4388",-257.85,,,,88 Madison Ave,,Units 88.1 + Basement
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 21, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **4388",-232.08,,,,88 Madison Ave,,Units 88.2 + 88.3
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 20, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-114.31,,,,84 Madison Ave,,Evan Chen purchase
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 20, 2025","Hospitable, Inc","Hospitable, Inc  |  PAYOUT",317.31,,,,88 Madison Ave,,Direct Booking
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 20, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  MO6V7HQGQU,389.25,,,,86 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 20, 2025",U-HAUL-SHERIDANMISS #83,"Purchase from U-HAUL-SHERIDANMISS #83  |  Address: LAKEWOOD, CO, US  |  **4225",-75.94,,,,804 S Quitman St,,Moving appliances
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 20, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-18.05,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 19, 2025",Return of Capital to Earl Vanze Co  |  INTERNAL_TRANSFER #2,Earl Vanze Co  |  INTERNAL_TRANSFER,-1000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,Return of Capital to Earl
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 19, 2025",Additional Contribution from Ian Haber via Coinbase USDC,Earl Vanze Co  |  INTERNAL_TRANSFER,2000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,Ian Haber via Coinbase USDC
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 19, 2025","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243",-400,,,,84 Madison Ave,,"Labor for stairs, electrical, paint"
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 19, 2025","Withdraw at CIRCLE K #27-L76, 9945  S  OSWEGO  ST  |  Address: PARKER, CO, US  |  **6267","Withdraw at CIRCLE K #27-L76, 9945  S  OSWEGO  ST  |  Address: PARKER, CO, US  |  **6267",-500,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 19, 2025","Withdraw at 7ELEVEN-FCTI, 290 S PIERCE ST  |  Address: LAKEWOOD, CO, US  |  **6267","Withdraw at 7ELEVEN-FCTI, 290 S PIERCE ST  |  Address: LAKEWOOD, CO, US  |  **6267",-100,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 19, 2025",7-ELEVEN,"Purchase from 7-ELEVEN  |  Address: Lakewood, CO, US  |  **6267",-16.45,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 19, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-90.98,,,,84 Madison Ave,,Evan Chen purchase
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  V6CDB4NAK5,525.55,,,,90 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  V6CDB4NAK5,166.84,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  EL4HPROAOT,880.12,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  EL4HPROAOT,1104.73,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  5HXQQELSYA,20,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 19, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  5HXQQELSYA,623.68,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 19, 2025","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243","Withdraw at SUNOCOSHANT -U00, 3065 HAMBURG  ST  |  Address: SCHENECTADY, NY, US  |  **4243",-400,,,,84 Madison Ave,,"Labor for stairs, electrical, paint"
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 19, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: SCHENECTADY, NY, US  |  **4243",-164.99,,,,84 Madison Ave,,Evan Chen purchase
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 19, 2025",THE HOME DEPOT #,"Return from THE HOME DEPOT #  |  Address: SCHENECTADY, NY, US  |  **1539",13.58,,,,90 Madison Ave,,Refund excess materials for hot water heater
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: PARKER, CO, US  |  **6267",-317.58,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",LOWE'S #1755,"Purchase from LOWE'S #1755  |  Address: PARKER, CO, US  |  **6267",-78.71,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 18, 2025",Wesley Babcock  |  TRANSFER_O,Wesley Babcock  |  TRANSFER_O,5000,Transfers & Other,Owner Contributions/Distributions,,84 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",LOWE'S #2419,"Purchase from LOWE'S #2419  |  Address: LITTLETON, CO, US  |  **6267",-393.23,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 18, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: SCHENECTADY, NY, US  |  **4243",-129.79,,,,84 Madison Ave,,Evan Chen purchase
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 18, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **1539",-1254.53,,,,90 Madison Ave,,2x hot water heaters
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 18, 2025",Earl Vanze Co  |  INTERNAL_TRANSFER,Earl Vanze Co  |  INTERNAL_TRANSFER,1000,Transfers & Other,Transfers Between Accounts,,90 Madison Ave,,2x hot water heaters
Earl Vanze Co-Faraday Rentals-4078,"February 18, 2025",Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER,Strawberry LFTY402 DAO LLC  |  INTERNAL_TRANSFER,-1000,Transfers & Other,Transfers Between Accounts,,90 Madison Ave,,2x hot water heaters
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 18, 2025",VRBO,VRBO  |  PAYMENT,369.2,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 18, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  EKHZU2NBXC,155.2,,,,88 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-66.38,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-67.46,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 18, 2025",ARCADIA,"Purchase from ARCADIA  |  Address: ARCADIA.COM, DC, US  |  **6267",-470.21,,,,804 S Quitman St,,Whole House
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 17, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-120,,,,86 Madison Ave,,Repair exterior front light 2/10/25
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 17, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **0745",-405,,,,88 Madison Ave,,2/5 back patio railing
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 17, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-940,,,,84 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 17, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-510,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 17, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-30,,,,86 Madison Ave,,86 2/1 shopping for shovels and 86.0 laundry hookup parts
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-96.48,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-83.89,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-20.51,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-161,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",AMAZON MKTPL*5H0SG5BY3,"Purchase from AMAZON MKTPL*5H0SG5BY3  |  Address: Amzn.com/bill, WA, US  |  **6267",-6.39,,,,804 S Quitman St,,Batteries
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",AMAZON MKTPL*Q50DB9CP3,"Purchase from AMAZON MKTPL*Q50DB9CP3  |  Address: Amzn.com/bill, WA, US  |  **6267",-86.38,,,,804 S Quitman St,,Door Knobs
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",AMAZON MKTPL*AV5YO9ZD3,"Purchase from AMAZON MKTPL*AV5YO9ZD3  |  Address: Amzn.com/bill, WA, US  |  **6267",-186.03,,,,804 S Quitman St,,Door Knobs
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 17, 2025",THE HOME DEPOT #1514,"Purchase from THE HOME DEPOT #1514  |  Address: LAKEWOOD, CO, US  |  **6267",-98.12,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 16, 2025",AMAZON MKTPL*J34SN8MX3,"Purchase from AMAZON MKTPL*J34SN8MX3  |  Address: Amzn.com/bill, WA, US  |  **6267",-43.05,,,,804 S Quitman St,,
Earl Vanze Co-Faraday Rentals-4078,"February 15, 2025",Avocado LFTY0423 DAO LLC  |  TRANSFER_O,Avocado LFTY0423 DAO LLC  |  TRANSFER_O,-230,Transfers & Other,Transfers Between Accounts,,3560 Saint Albans Rd,,Advance for Cleaning
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-19.21,,,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-155.42,,,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-108,,,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-374.68,,,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-68.13,,,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-138.37,Loan Payments & Capex,Mortgage Principal Payments,,724 3rd Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 14, 2025",FREEDOM,FREEDOM  |  MTG PYMTS |  0126989383,-282.35,Loan Payments & Capex,Mortgage Interest Payments,,724 3rd Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 14, 2025",PRICELABSINC*DYNAPRICE,"Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398",-44.97,,,,90 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 14, 2025",PRICELABSINC*DYNAPRICE,"Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398",-14.99,,,,3560 Saint Albans Rd,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 14, 2025",PRICELABSINC*DYNAPRICE,"Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398",-14.99,,,,86 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 14, 2025",PRICELABSINC*DYNAPRICE,"Purchase from PRICELABSINC*DYNAPRICE  |  Address: PRICELABS.CO, IL, US  |  **1398",-59.95,,,,88 Madison Ave,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 14, 2025",LOWE'S #1784,"Purchase from LOWE'S #1784  |  Address: GLENMONT, NY, US  |  **4243",-98,,,,84 Madison Ave,,Evan Chen purchase
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 14, 2025",Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O,Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O,-42.58,Transfers & Other,Owner Contributions/Distributions,,86 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 14, 2025",Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O,Snow Leopard LFTY0439 DAO LLC  |  TRANSFER_O,-62.5,,,,86 Madison Ave,,DAO LLC Fees
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 14, 2025",SHERWIN-WILLIAMS727331,"Purchase from SHERWIN-WILLIAMS727331  |  Address: LAKEWOOD, CO, US  |  **6267",-142.7,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 14, 2025",LOWE'S #1755,"Purchase from LOWE'S #1755  |  Address: PARKER, CO, US  |  **6267",-129.49,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 14, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  FLKLGLJMIY,135.56,,,,88 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 14, 2025",FLOOR AND DECOR 117,"Purchase from FLOOR AND DECOR 117  |  Address: ARVADA, CO, US  |  **6267",-560.56,,,,804 S Quitman St,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 13, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: LAKEWOOD, CO, US  |  **6267",-214.48,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 13, 2025","Withdraw at CIRCLE K #27-X76, 330 S KALAMATH ST  |  Address: DENVER, CO, US  |  **6267","Withdraw at CIRCLE K #27-X76, 330 S KALAMATH ST  |  Address: DENVER, CO, US  |  **6267",-500,,,,804 S Quitman St,,
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 13, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-226.3,,,,84 Madison Ave,,Evan Chen purchase
"ECO Systems, LLC-ECO Systems Operations-2624","February 13, 2025",Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER,Grape LFTY403 DAO LLC  |  INTERNAL_TRANSFER,-1166.16,Transfers & Other,Transfers Between Accounts,,724 3rd Ave,,Mortgage Payment
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 13, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",1166.16,Transfers & Other,Transfers Between Accounts,,724 3rd Ave,,Mortgage Payment
"ECO Systems, LLC-ECO Systems Operations-2624","February 13, 2025",Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,Heron LFTY0314 DAO LLC  |  INTERNAL_TRANSFER,1000,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,Reimbursement for Furnishings
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 13, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",-1000,Transfers & Other,Transfers Between Accounts,,88 Madison Ave,,Reimbursement for Furnishings
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 13, 2025",Strawberry LFTY402 DAO LLC  |  TRANSFER_O,Strawberry LFTY402 DAO LLC  |  TRANSFER_O,-6.04,Transfers & Other,Owner Contributions/Distributions,,90 Madison Ave,,January Rents (Discrepancy Adjustment)
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 13, 2025","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER","NARWALL Holdings, LLC  |  INTERNAL_TRANSFER",5000,Transfers & Other,Owner Contributions/Distributions,,804 S Quitman St,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 13, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  C4DCT7IK4A,241.04,,,,88 Madison Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 13, 2025",ALBANY WATER BOARD,"Purchase from ALBANY WATER BOARD  |  Address: 518-434-5300, NY, US  |  **9098",-430.92,,,,88 Madison Ave,,
Lion LFTY0435 DAO LLC-804 S Quitman St Operations-1879,"February 12, 2025",LOWE'S #2780,"Purchase from LOWE'S #2780  |  Address: AURORA, CO, US  |  **6267",-35,,,,804 S Quitman St,,Home Elevated Remodeling (GC) Purchase
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 12, 2025",THE HOME DEPOT #,"Purchase from THE HOME DEPOT #  |  Address: ALBANY, NY, US  |  **4243",-863.6,,,,84 Madison Ave,,Evan Chen purchase
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 12, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-270,,,,86 Madison Ave,,"86.0 electrical, exterior drain"
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 12, 2025","ECO Systems, LLC  |  INTERNAL_TRANSFER","ECO Systems, LLC  |  INTERNAL_TRANSFER",600,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,
"ECO Systems, LLC-ECO Systems Operations-2624","February 12, 2025",Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,Snow Leopard LFTY0439 DAO LLC  |  INTERNAL_TRANSFER,-600,Transfers & Other,Transfers Between Accounts,,86 Madison Ave,,
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 12, 2025",FREEDOM,FREEDOM  |  RETRY PYMT |  0126989383,-1146.16,Loan Payments & Capex,Mortgage Payments,,724 3rd Ave,,unhide mortgage parent for redo
Grape LFTY403 DAO LLC-724 3rd Ave Operations-4314,"February 12, 2025",FREEDOM,Returned received ACH transaction #262601523 due to: Account has insufficient funds,1146.16,Loan Payments & Capex,Mortgage Payments,,724 3rd Ave,,
Heron LFTY0314 DAO LLC-88 Madison Ave Operations-0181,"February 12, 2025",AIRBNB PAYMENTS,AIRBNB PAYMENTS  |  AL2BCBC54W,132.79,,,,88 Madison Ave,,
Strawberry LFTY402 DAO LLC-90 Madison Ave Operations-0172,"February 12, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **2339",-65,,,,90 Madison Ave,,90.2 Kitchen Island Assembly 1/30
Lychee LFTY0431 DAO LLC-84 Madison Ave Operations-2073,"February 12, 2025",CASH APP*EVAN CHEN,"CASH APP*EVAN CHEN, Oakland, CA, US  |  **4243",-980,,,,84 Madison Ave,,
Snow Leopard LFTY0439 DAO LLC-86 Madison Ave Operations-8724,"February 12, 2025",CASH APP*EARL VANZE CO,"CASH APP*EARL VANZE CO, Oakland, CA, US  |  **4164",-105,,,,86 Madison Ave,,86.0 electrical planning & repairs
